id,date_begin,date_end,source_no,name_michno,name_freeman,state,ident_freeman,source,xcoord,ycoord,nation 1,nation 2,nation 3,nation 4,pop_group,US casualties,Native casualties,total casualties,share of native casualties,type_engagement,x,y
"387",1866/01/17,1866/01/17,"15",Oak Grove,Sanguinara Canyon,New Mexico,NM-1866/01/17,Michno: Forgotten Fights,-1055498.347,1072884.491,Chiricahua Apache,,,,"3","4","1","5",20,"2",-107.2732444199,32.1653487156
"388",1867/07/09,1867/07/09,"50",Fort Sumner,Ft. Bascom,New Mexico,NM-1867/07/09,Michno: Encyclopedia,-766793.4161,1291325.575,Navajo,,,,"4","5","0","5",0,"0",-104.4143986365,34.3791254499
"389",1867/08/01,1867/08/01,"16",Loving's Fight,Canada Alamosa,New Mexico,NM-1867/08/01,Michno: Forgotten Fights,-778411.8185,1031321.511,Comanche,,,,"4","1","0","1",0,"0",-104.2929073185,32.0498548970
"390",1867/11/20,1867/11/20,"51",Dona Ana Mountains,Florida Mountains,New Mexico,NM-1867/11/20,Michno: Encyclopedia,-993148.0209,1086076.295,Chiricahua Apache,,,,"3","0","3","3",100,"10",-106.6287070214,32.3472250248
"391",1868/03/11,1868/03/11,"52",Tularosa,,New Mexico,NM-1868/03/11,Michno: Encyclopedia,-914530.6873,1142005.405,Mescalero Apache,,,,"3","14","0","14",0,"0",-105.8554296538,32.9215748473
"392",1868/04/17,1868/04/17,"53",Nesmith's Mills,Florida Mountains,New Mexico,NM-1868/04/17,Michno: Encyclopedia,-893425.3629,1145171.204,Mescalero Apache,,,,"3","0","10","10",100,"10",-105.6330070571,32.9691533755
"393",1868/06/13,1868/06/13,"54",Apache Springs,Alma,New Mexico,AZ-1868/06/13,Michno: Encyclopedia,-837496.2531,1417957.522,Navajo,,,,"4","0","14","14",100,"10",-105.3214351554,35.4472391318
"394",1868/08/27,1868/08/27,"55",Hatchet Mountains,Animas Mountains,New Mexico,NM-1868/08/27,Michno: Encyclopedia,-1159352.451,1019066.89,Chiricahua Apache,,,,"3","0","6","6",100,"10",-108.2966332109,31.5705898423
"395",1869/04/22,1869/04/22,"56",Sangre Cayon,Dog Canyon,New Mexico,NM-1869/04/22,Michno: Encyclopedia,-861767.3762,1057056.474,Apache,,,,"2","0","0","0",,"5",-105.2021517918,32.2110521253
"396",1869/05/02,1869/05/02,"57",San Augustin Pass,Bear Creek,New Mexico,NM-1869/05/02,Michno: Encyclopedia,-966766.3653,1077106.532,Jicarilla Apache,,,,"1","2","5","7",71.42857143,"7",-106.3382223312,32.2933060584
"397",1869/05/07,1869/05/07,"58",San Augustin Pass,Mimbres Mountains,New Mexico,NM-1869/05/07,Michno: Encyclopedia,-952520.2713,1070247.302,Jicarilla Apache,,,,"1","1","0","1",0,"0",-106.1792255343,32.2458994044
"398",1869/11/18,1869/11/18,"59",Guadalupe Mountains,Ojo Caliente,New Mexico,NM-1869/11/18,Michno: Encyclopedia,-842772.5842,1046503.812,Mescalero Apache,,,,"3","0","1","1",100,"10",-104.9899159819,32.1330895404
"399",1869/12/26,1869/12/30,"60",Sanguinara Canyon,Hillsboro,New Mexico,NM-1869/12/26,Michno: Encyclopedia,-853325.2464,1042810.38,Apache,,,,"2","1","0","1",0,"0",-105.0980390975,32.0910987128
"400",1873/02/26,1873/02/26,"61",Fort Bascom,Las Animas Creek,New Mexico,NM-1873/02/26,Michno: Encyclopedia,-680261.5859,1407668.676,Cheyenne,,,,"3","0","2","2",100,"10",-103.5705426893,35.4803622311
"401",1873/07/13,1873/07/13,"62",Canada Alamosa,Chuchillo Negro Creek,New Mexico,NM-1873/07/13,Michno: Encyclopedia,-1057783.077,1202947.029,Mimbres Apache,,,,"3","1","3","4",75,"8",-107.4641904784,33.3204682464
"402",1876/09/15,1876/09/15,"63",Florida Mountains,Lloyd/Slocum ranches,New Mexico,NM-1876/09/15,Michno: Encyclopedia,-1075986.419,1062332.805,Chiricahua Apache,,,,"3","0","1","1",100,"10",-107.4764198543,32.0493874813
"403",1877/01/09,1877/01/09,"64",Animas Mountains,Percha Creek,New Mexico,NM-1877/01/09,Michno: Encyclopedia,-1180985.409,1031466.268,Chiricahua Apache,,,,"3","0","0","0",,"5",-108.5407098117,31.6556875796
"404",1877/01/24,1877/01/24,"65",Florida Mountains,San Mateo Mountains,New Mexico,NM-1877/01/24,Michno: Encyclopedia,-1077833.135,1052043.959,Chiricahua Apache,,,,"3","0","5","5",100,"10",-107.4827303331,31.9557191515
"405",1877/09/08,1877/09/09,"17",San Francisco River,Caballo Mountains,New Mexico,NM-1877/09/08,Michno: Forgotten Fights,-1172490.437,1224666.334,Mimbres Apache,,,,"3","0","25","25",100,"10",-108.7246534514,33.3830234321
"406",1877/12/18,1877/12/18,"66",Animas Mountains,San Andres Mountains,New Mexico,NM-1877/12/18,Michno: Encyclopedia,-1186525.556,1014582.008,Chiricahua Apache,,,,"3","0","0","0",,"5",-108.5752694369,31.4987968205
"407",1878/08/05,1878/08/05,"67",Dog Canyon,Victorio War- San Andres Mountains,New Mexico,NM-1878/08/05,Michno: Encyclopedia,-910837.2555,1119580.998,Mescalero Apache,,,,"3","1","4","5",80,"8",-105.7911005349,32.7250765249
"408",1878/09/17,1878/09/17,"18",Bear Creek,Palomas,New Mexico,NM-1878/09/17,Michno: Forgotten Fights,-1128156.592,1181563.985,Apache,,,,"2","1","2","3",66.66666667,"7",-108.1892315988,33.0521505839
"409",1879/05/29,1879/05/29,"68",Black Range,Victorio War- Hembrillo Canyon,New Mexico,NM-1879/05/29,Michno: Encyclopedia,-1091287.78,1191075.284,Mimbres Apache,,,,"3","1","0","1",0,"0",-107.8077339226,33.1782747144
"410",1879/09/04,1879/09/04,"69",Ojo Calente,Shakehand Springs,New Mexico,NM-1879/09/04,Michno: Encyclopedia,-1071237.721,1231966.85,Mimbres Apache,,,,"3","8","0","8",0,"0",-107.6469229310,33.5637966021
"411",1879/09/10,1879/09/10,"19",McEnver's Farm,Victorio War- Surrender goes awry,New Mexico,NM-1879/09/10,Michno: Forgotten Fights,-1058577.086,1113831.722,Mimbres Apache,,,,"3","9","0","9",0,"0",-107.3578372998,32.5267576979
"412",1879/09/18,1879/09/18,"70",Las Animas Creek,Dog Canyon,New Mexico,NM-1879/09/18,Michno: Encyclopedia,-1069654.822,1164165.996,Mimbres Apache,,,,"3","8","0","8",0,"0",-107.5408054868,32.9627485583
"413",1879/09/29,1879/09/30,"71",Cuchillo Negro Creek,Ft. Tularosa,New Mexico,NM-1879/09/29,Michno: Encyclopedia,-1070710.088,1188700.935,Mimbres Apache,,,,"3","2","3","5",60,"6",-107.5841875776,33.1797954875
"414",1879/10/13,1879/10/13,"72",Lloyd's and Slocum's Ranches,Victorio War- Palomas River,New Mexico,NM-1879/10/13,Michno: Encyclopedia,-1068071.923,1129078.394,Apache,,,,"2","17","0","17",0,"0",-107.4783915308,32.6522730299
"415",1880/01/12,1880/01/12,"73",Percha Creek,Victorio War- Cooke's Canyon,New Mexico,NM-1880/01/12,Michno: Encyclopedia,-1079679.851,1152821.884,Mimbres Apache,,,,"3","2","0","2",0,"0",-107.6329871034,32.8509140715
"416",1880/01/17,1880/01/17,"74",San Mateo Mountains,Agua Chita Canyon,New Mexico,NM-1880/01/17,Michno: Encyclopedia,-1050923.847,1256765.607,Mimbres Apache,,,,"3","1","0","1",0,"0",-107.4605701029,33.8061995686
"417",1880/01/30,1880/01/30,"75",Caballo Mountains,Victorio War- Ft. Cummings stagecoach,New Mexico,NM-1880/01/30,Michno: Encyclopedia,-1034039.587,1162319.28,Mimbres Apache,,,,"3","0","1","1",100,"10",-107.1577962396,32.9843410927
"418",1880/02/03,1880/02/03,"76",San Andres Mountains,Canada Alamosa,New Mexico,NM-1880/02/03,Michno: Encyclopedia,-983650.6249,1176829.19,Mimbres Apache,,,,"3","0","0","0",,"5",-106.6361608432,33.1651407787
"419",1880/02/09,1880/02/09,"77",San Andres Mountains,San Andres Mountains,New Mexico,NM-1880/02/09,Michno: Encyclopedia,-977846.6607,1185535.137,Mimbres Apache,,,,"3","0","0","0",,"5",-106.5843629035,33.2484323999
"420",1880/03/05,1880/03/05,"20",Palomas,Red Canyon,New Mexico,NM-1880/03/05,Michno: Forgotten Fights,-1026558.198,1154471.08,Mimbres Apache,,,,"3","0","0","0",,"5",-107.0679813002,32.9223150063
"421",1880/04/07,1880/04/08,"78",Hembrillo Canyon / San Andres Springs,Monica Springs,New Mexico,AZ-1880/04/08,Michno: Encyclopedia,-992620.3878,1151766.617,Mimbres Apache,Mescalero Apache,,,"3","0","3","3",100,"10",-106.7019449213,32.9329965756
"422",1880/04/09,1880/04/09,"79",Shakehand Springs,Carrizo Canyon,New Mexico,NM-1880/04/09,Michno: Encyclopedia,-846466.016,1043074.196,Apache,,,,"2","0","6","6",100,"10",-105.0256139609,32.0993157779
"423",1880/04/16,1880/04/16,"80",Mescalero Agency,Victorio War- Cuchillo Negro Mountains,New Mexico,NM-1880/04/16,Michno: Encyclopedia,-903978.0251,1149656.085,Mescalero Apache,,,,"3","0","11","11",100,"10",-105.7509393493,32.9995050479
"424",1880/04/17,1880/04/17,"81",Dog Canyon,Hillsboro,New Mexico,NM-1880/04/17,Michno: Encyclopedia,-920334.6515,1107445.436,Mescalero Apache,,,,"3","0","3","3",100,"10",-105.8789502415,32.6080662368
"425",1880/05/14,1880/05/14,"21",Old Fort Tularosa,Gavilan Canyon,New Mexico,NM-1880/05/14,Michno: Forgotten Fights,-1150939.262,1258532.465,Mimbres Apache,,,,"3","3","0","3",0,"0",-108.5417111235,33.7091366507
"426",1880/05/24,1880/05/24,"82",Palomas River,Cloverdale,New Mexico,AZ-1880/05/23,Michno: Encyclopedia,-1085219.999,1177093.007,Mimbres Apache,,,,"3","0","30","30",100,"10",-107.7241778695,33.0606822946
"427",1880/06/05,1880/06/05,"83",Cooke's Canyon,Mescalero Agency,New Mexico,NM-1880/06/05,Michno: Encyclopedia,-1093134.496,1110347.418,Mimbres Apache,,,,"3","0","10","10",100,"10",-107.7203370119,32.4582057160
"428",1880/09/01,1880/09/01,"84",Agua Chiquita Canyon,McComas Massacre,New Mexico,NM-1880/09/01,Michno: Encyclopedia,-890011.4979,1117032.608,Apache,,,,"2","2","0","2",0,"0",-105.5660116550,32.7213305977
"429",1880/09/07,1880/09/07,"85",Fort Cummings,Devil's Creek,New Mexico,NM-1880/09/07,Michno: Encyclopedia,-1097883.194,1100586.206,Mimbres Apache,,,,"3","3","0","3",0,"0",-107.7578514122,32.3660784999
"430",1881/01/24,1881/01/24,"22",Canada Alamosa,Florida Mountains,New Mexico,NM-1881/01/24,Michno: Forgotten Fights,-1050572.364,1248064.751,Mimbres Apache,,,,"3","1","0","1",0,"0",-107.4454017606,33.7292648495
"431",1881/07/25,1881/07/25,"86",San Andres Mountains,Alma,New Mexico,NM-1881/07/25,Michno: Encyclopedia,-982595.3587,1137784.34,Mimbres Apache,Mescalero Apache,,,"3","0","2","2",100,"10",-106.5780458909,32.8185084149
"432",1881/08/01,1881/08/01,"87",Red Canyon,Alma,New Mexico,NM-1881/08/01,Michno: Encyclopedia,-1043536.983,1228537.235,Mimbres Apache,Mescalero Apache,,,"3","2","0","2",0,"0",-107.3442107600,33.5632420825
"433",1881/08/03,1881/08/03,"88",Monica Springs,,New Mexico,NM-1881/08/03,Michno: Encyclopedia,-1049604.764,1241991.879,Mimbres Apache,Mescalero Apache,,,"3","0","0","0",,"5",-107.4270446974,33.6763372547
"434",1881/08/12,1881/08/12,"89",Carrizo Canyon,,New Mexico,NM-1881/08/12,Michno: Encyclopedia,-1022167.842,1320081.58,Mimbres Apache,Mescalero Apache,,,"3","6","1","7",14.28571429,"1",-107.2311347570,34.3992834583
"435",1881/08/16,1881/08/16,"90",Cuchillo Negro Creek,,New Mexico,NM-1881/08/16,Michno: Encyclopedia,-1082054.2,1207431.911,Mimbres Apache,Mescalero Apache,,,"3","2","0","2",0,"0",-107.7305758350,33.3338749951
"436",1881/08/18,1881/08/18,"23",Gold Dust,,New Mexico,NM-1881/08/18,Michno: Forgotten Fights,-1059192.834,1135998.644,Mimbres Apache,Mescalero Apache,,,"3","3","0","3",0,"0",-107.3927572260,32.7234182157
"437",1881/08/19,1881/08/19,"91",Gavilan Canyon,,New Mexico,NM-1881/08/19,Michno: Encyclopedia,-1092606.862,1132771.825,Mimbres Apache,Mescalero Apache,,,"3","6","0","6",0,"0",-107.7442990633,32.6583301575
"438",1882/06/01,1882/06/01,"24",Cloverdale Canyon,,New Mexico,NM-1882/06/01,Michno: Forgotten Fights,-1214361.29,1020238.05,Chiricahua Apache,,,,"3","0","80","80",100,"10",-108.8748013231,31.5157690614
"439",1882/06/23,1882/06/23,"92",Mescalero Agency,,New Mexico,NM-1882/06/23,Michno: Encyclopedia,-892897.7298,1160208.747,Mescalero Apache,,,,"3","0","3","3",100,"10",-105.6437539112,33.1036747398
"440",1883/03/28,1883/03/28,"93",McComas Massacre,,New Mexico,NM-1883/03/28,Michno: Encyclopedia,-1165947.865,1119053.364,Apache,,,,"2","3","0","3",0,"0",-108.5045409389,32.4526455769
"441",1885/05/22,1885/05/22,"94",Devil's Creek,,New Mexico,NM-1885/05/22,Michno: Encyclopedia,-1177291.977,1224579.987,Coyo Apache,,,,"1","0","0","0",,"5",-108.7760134102,33.3765052658
"442",1885/11/08,1885/11/08,"95",Florida Mountains,,New Mexico,NM-1885/11/08,Michno: Encyclopedia,-1088913.431,1061013.722,Chiricahua Apache,,,,"3","5","0","5",0,"0",-107.6112279934,32.0235785684
"443",1885/12/09,1885/12/09,"25",Lilie's Ranch,,New Mexico,NM-1885/12/09,Michno: Forgotten Fights,-1119228.248,1223742.712,Mimbres Apache,,,,"3","1","2","3",66.66666667,"7",-108.1517692341,33.4370715260
"444",1885/12/19,1885/12/19,"96",Little Dry Creek,,New Mexico,NM-1885/12/19,Michno: Encyclopedia,-1186261.74,1193977.266,Mimbres Apache,,,,"3","5","0","5",0,"0",-108.8276211601,33.0940815855
"445",1862/09/03,1862/09/06,"1",Fort Abercrombie,,North Dakota,DK-1862/09/03,Michno: Encyclopedia,-62294.33582,2578238.088,Lakota Sioux,,,,"4","0","10","10",100,"10",-96.8053504072,46.1902776646
"446",1863/07/26,1863/07/26,"3",Dead Buffalo Lake,,North Dakota,DK-1863/07/26,Michno: Encyclopedia,-297015.6942,2639091.774,Lakota Sioux,,,,"4","1","15","16",93.75,"9",-99.8698693139,46.6870588577
"447",1863/07/24,1863/07/24,"2",Big Mound,Ft. Buford,North Dakota,DK-1863/07/24,Michno: Encyclopedia,-281560.79,2642955.5,Santee Sioux,,,,"4","3","40","43",93.02325581,"9",-99.6706537219,46.7274486864
"448",1863/07/28,1863/07/28,"4",Stony Lake,Ft. McKeen,North Dakota,DK-1863/07/28,Michno: Encyclopedia,-323095.8451,2631847.287,Lakota Sioux,,,,"4","0","11","11",100,"10",-100.2050723536,46.6117250421
"449",1863/08/03,1863/08/03,"5",Mackinaw Massacre,Ft. McKeen,North Dakota,DK-1863/08/03,Michno: Encyclopedia,-356903.4482,2628949.493,Lakota Sioux,,,,"4","22","12","34",35.29411765,"4",-100.6425683175,46.5714021234
"450",1863/09/03,1863/09/03,"6",Whitestone Hill,Heart River,North Dakota,DK-1863/09/03,Michno: Encyclopedia,-246304.2896,2594658.924,Lakota Sioux,Nakota Sioux,Santee Sioux,,"4","20","150","170",88.23529412,"9",-99.1902650943,46.3034286732
"451",1863/12/16,1863/12/16,"7",St. Joseph,Ft. Lincoln,North Dakota,DK-1863/12/16,Michno: Encyclopedia,-170961.6314,2882506.516,Lakota Sioux,,,,"4","0","6","6",100,"10",-98.3052585466,48.9290938350
"452",1864/07/28,1864/07/28,"8",Killdeer Mountain,,North Dakota,DK-1864/07/28,Michno: Encyclopedia,-510003.5935,2715400.364,Santee Sioux,Lakota Sioux,Nakota Sioux,,"4","5","150","155",96.77419355,"10",-102.7077719092,47.2685388015
"453",1864/08/07,1864/08/07,"9",Badlands,Sand Hills,North Dakota,DK-1864/08/07,Michno: Encyclopedia,-598386.3272,2685939.452,Lakota Sioux,,,,"4","9","100","109",91.74311927,"9",-103.8334578822,46.9419233693
"454",1864/09/02,1864/09/02,"10",Red Buttes / Fort Dilts,Battle of the Washita,North Dakota,DK-1864/09/02,Michno: Encyclopedia,-587278.1148,2600937.479,Lakota Sioux,,,,"4","12","6","18",33.33333333,"3",-103.5998765307,46.1854846195
"455",1864/11/21,1864/11/27,"11",Fort Rice,Soldier Spring,North Dakota,DK-1864/11/21,Michno: Encyclopedia,-373324.284,2600937.479,Nakota Sioux,,,,"4","0","0","0",,"5",-100.8372759573,46.3116331080
"456",1865/04/12,1865/04/26,"12",Fort Rice,Bodamer's Fight,North Dakota,DK-1865/04/12,Michno: Encyclopedia,-375256.147,2621222.041,Santee Sioux,Nakota Sioux,,,"4","2","0","2",0,"0",-100.8757370477,46.4934709040
"457",1865/05/26,1865/05/26,"1",Fort Rice,Camp Supply,North Dakota,DK-1865/05/26,Michno: Forgotten Fights,-352668.6026,2623718.206,Lakota Sioux,,,,"4","1","2","3",66.66666667,"7",-100.5842878001,46.5261052977
"458",1865/07/28,1865/07/28,"13",Fort Rice,Ft. Sill,North Dakota,DK-1865/07/28,Michno: Encyclopedia,-393125.8801,2610113.828,Lakota Sioux,,,,"4","2","12","14",85.71428571,"9",-101.0997463455,46.3849451412
"459",1868/08/20,1868/08/20,"2",Fort Buford,Hennessy Wagon Train,North Dakota,DK-1868/08/20,Michno: Forgotten Fights,-601423.7091,2802029.526,Lakota Sioux,,,,"4","3","0","3",0,"0",-104.0006824325,47.9867244372
"460",1872/08/26,1872/08/26,"3",Fort McKean,Buffalo Creek,North Dakota,DK-1872/08/26,Michno: Forgotten Fights,-371939.8085,2651502.436,Lakota Sioux,,,,"4","8","0","8",0,"0",-100.8527955611,46.7679619573
"461",1872/10/02,1872/10/02,"5",Fort McKean,Wichita Agency,North Dakota,DK-1872/10/02,Michno: Forgotten Fights,-371587.0274,2652913.56,Lakota Sioux,,,,"4","3","0","3",0,"0",-100.8491393571,46.7808506812
"462",1872/10/03,1872/10/04,"4",Heart River,Sand Hills,North Dakota,DK-1872/10/03,Michno: Forgotten Fights,-464553.2757,2644769.299,Lakota Sioux,,,,"4","3","0","3",0,"0",-102.0526166890,46.6593194903
"463",1873/05/07,1873/05/07,"6",Fort Abraham Lincoln,Turkey Springs,North Dakota,DK-1873/05/07,Michno: Forgotten Fights,-372351.3864,2652149.201,Lakota Sioux,,,,"4","0","1","1",100,"10",-100.8585872233,46.7736048915
"464",1862/10/23,1862/10/24,"6",Fort Cobb,,Oklahoma,OK-1862/10/23,Michno: Encyclopedia,-219309.6339,1335217.864,Indian Territory Nations,,,,,"10",,,,"10",-98.4246980051,35.0502211239
"465",1868/09/10,1868/09/13,"7",Sand Hills,,Oklahoma,OK-1868/09/10,Michno: Encyclopedia,-307756.8029,1494422.768,Kiowa,Comanche,Cheyenne,,"2","3","22","25",88,"9",-99.4660140362,36.4470743004
"466",1868/11/27,1868/11/27,"8",Washita River,,Oklahoma,OK-1868/11/27,Michno: Encyclopedia,-339597.7837,1401553.241,Cheyenne,,,,"3","21","157","178",88.20224719,"9",-99.7826395250,35.6075257638
"467",1868/12/25,1868/12/25,"9",Soldier Spring,,Oklahoma,OK-1868/12/25,Michno: Encyclopedia,-298027.6143,1323719.732,Comanche,Kiowa,,,"4","1","6","7",85.71428571,"9",-99.2900043264,34.9263472784
"468",1870/06/08,1870/06/08,"10",Bodamer's Fight,,Oklahoma,OK-1870/06/08,Michno: Encyclopedia,-319254.9349,1550144.485,Cheyenne,,,,"3","0","3","3",100,"10",-99.6192742798,36.9402778260
"469",1870/06/11,1870/06/11,"11",Camp Supply,,Oklahoma,OK-1870/06/11,Michno: Encyclopedia,-327215.1801,1514765.617,Comanche,Kiowa,,,"4","0","0","0",,"5",-99.6938448960,36.6220004096
"470",1871/09/19,1871/09/19,"12",Foster Springs,,Oklahoma,OK-1871/09/19,Michno: Encyclopedia,-272377.9353,1257384.356,Kiowa,Comanche,,,"2","1","2","3",66.66666667,"7",-98.9840606463,34.3411212804
"471",1874/07/03,1874/07/03,"14",Hennessey Wagon Train,,Oklahoma,OK-1874/07/03,Michno: Encyclopedia,-170663.691,1455506.014,Cheyenne,Arapaho,,,"3","4","0","4",0,"0",-97.9138084859,36.1343886707
"472",1874/06/21,1874/06/21,"13",Buffalo Creek,,Oklahoma,OK-1874/06/21,Michno: Encyclopedia,-310410.218,1528917.164,Cheyenne,,,,"3","0","0","0",,"5",-99.5102130978,36.7539111209
"473",1874/08/22,1874/08/23,"15",Anadarko / Wichita Agency,,Oklahoma,KS-1874/08/22,Michno: Encyclopedia,-202504.6718,1346715.996,Comanche,Kiowa,,,"4","4","16","20",80,"8",-98.2419716996,35.1566336264
"474",1875/04/06,1875/04/06,"16",Sand Hills Fight,,Oklahoma,OK-1875/04/06,Michno: Encyclopedia,-180392.8796,1403322.184,Cheyenne,,,,"3","1","11","12",91.66666667,"9",-98.0105007466,35.6666600957
"475",1878/09/13,1878/09/13,"17",Turkey Springs,,Oklahoma,OK-1878/09/13,Michno: Encyclopedia,-259110.86,1541299.768,Cheyenne,,,,"3","2","0","2",0,"0",-98.9348319365,36.8798914794
"476",1862/08/14,1862/08/14,"35",Grande Ronde Prairie,,Oregon,OR-1862/08/14,Michno: Encyclopedia,-1704397.455,2673988.144,Cayuse,Rogue,,,"2","0","2","2",100,"10",-117.9283996036,45.2764261937
"477",1863/04/01,1863/04/01,"6",Standifer's Fight,,Oregon,OR-1863/04/01,Michno: Forgotten Fights,-1728067.154,2513282.471,Shoshone,,,,"3","0","20","20",100,"10",-117.7572697392,43.8231866714
"478",1864/04/07,1864/04/07,"36",Harney Lake Valley,,Oregon,OR-1864/04/07,Michno: Encyclopedia,-1859521.59,2434442.711,Paiute,,,,"4","0","0","0",,"5",-119.1127318882,42.8612170277
"479",1864/05/18,1864/05/18,"37",Crooked River,,Oregon,OR-1864/05/18,Michno: Encyclopedia,-1902787.505,2589566.846,Shoshone,,,,"3","4","3","7",42.85714286,"4",-120.1073135421,44.1130197430
"480",1864/06/24,1864/06/24,"38",John Day's Road,,Oregon,OR-1864/06/24,Michno: Encyclopedia,-2029419.452,2501979.749,Klamath,Modoc,,,"1","0","0","0",,"5",-121.3490557099,43.0626509884
"481",1864/10/17,1864/10/17,"7",Paulina Creek,,Oregon,OR-1864/10/17,Michno: Forgotten Fights,-2026431.866,2572546.694,Paiute,,,,"4","0","9","9",100,"10",-121.5448241803,43.6792832739
"482",1865/07/09,1865/07/09,"39",Malheur River,,Oregon,OR-1865/07/09,Michno: Encyclopedia,-1778266.091,2511477.145,Paiute,,,,"4","0","5","5",100,"10",-118.3612806533,43.7039313001
"483",1865/07/17,1865/07/17,"40",Owyhee River,,Oregon,OR-1865/07/17,Michno: Encyclopedia,-1698065.858,2461879.633,Paiute,,,,"4","0","4","4",100,"10",-117.2498872273,43.4346157433
"484",1866/02/23,1866/02/23,"8",Dry Creek,Donner and Blitzen Creek,Oregon,OR-1866/02/23,Michno: Forgotten Fights,-1723447.48,2459731.142,Paiute,,,,"4","1","18","19",94.73684211,"9",-117.5508181280,43.3650901579
"485",1866/05/27,1866/05/28,"9",Three Forks,Malheur River,Oregon,OR-1866/05/27,Michno: Forgotten Fights,-1717162.123,2388878.025,Paiute,,,,"4","1","7","8",87.5,"9",-117.2797869411,42.7593795685
"486",1866/07/18,1866/07/18,"10",Rattlesnake Creek,Malheur River,Oregon,OR-1866/07/18,Michno: Forgotten Fights,-1802871.54,2512299.584,Unidentified,,,,"3","1","11","12",91.66666667,"9",-118.6615873138,43.6593482821
"487",1866/10/26,1866/10/26,"11",Lake Albert,Camp Warner,Oregon,OR-1866/10/26,Michno: Forgotten Fights,-1967433.619,2426590.168,Paiute,Klamath,Modoc,,"4","0","21","21",100,"10",-120.3729123835,42.5543935666
"488",1866/10/30,1866/10/30,"12",O'Beirne's Fight / Malheur Country,Owyhee River,Oregon,OR-1866/10/30,Michno: Forgotten Fights,-1776587.319,2459159.746,Paiute,,,,"4","0","10","10",100,"10",-118.1901113075,43.2515436832
"489",1866/11/17,1866/11/17,"13",Fort Klamath,Silver River,Oregon,OR-1866/11/17,Michno: Forgotten Fights,-2079427.256,2458588.35,Paiute,,,,"4","0","33","33",100,"10",-121.8000812091,42.5693183343
"490",1866/12/26,1866/12/26,"41",Owyhee River,Donner and Blitzen Creek,Oregon,OR-1866/12/26,Michno: Encyclopedia,-1727613.312,2456603.302,Paiute,,,,"4","1","37","38",97.36842105,"10",-117.5924019876,43.3293966962
"491",1867/01/06,1867/01/07,"14",Crooked River,Malheur River,Oregon,OR-1867/01/06,Michno: Forgotten Fights,-1942292.19,2615722.28,Paiute,,,,"4","0","36","36",100,"10",-120.6700300606,44.2500137136
"492",1867/01/29,1867/01/29,"42",Steen's Mountain,Modoc War- Lost River,Oregon,OR-1867/01/29,Michno: Encyclopedia,-1819421.473,2405950.523,Paiute,,,,"4","1","87","88",98.86363636,"10",-118.5506067295,42.6989556356
"493",1867/02/26,1867/02/26,"43",Pueblo Mountain,Umatilla Agency,Oregon,OR-1867/02/26,Michno: Encyclopedia,-1847386.028,2370071.471,Paiute,,,,"4","0","7","7",100,"10",-118.7795608525,42.3279913200
"494",1867/04/27,1867/04/27,"15",Silvies River,Bannock War- Silver Creek,Oregon,OR-1867/04/27,Michno: Forgotten Fights,-1854868.585,2508871.208,Paiute,,,,"4","0","6","6",100,"10",-119.2793239287,43.5179975405
"495",1867/06/19,1867/06/19,"44",Steen's Mountain,Bannock War- John Day River,Oregon,OR-1867/06/19,Michno: Encyclopedia,-1833667.567,2389066.264,Paiute,,,,"4","0","13","13",100,"10",-118.6715824130,42.5221153367
"496",1867/07/05,1867/07/05,"45",Donner and Blitzen Creek,Willow Springs,Oregon,OR-1867/07/05,Michno: Encyclopedia,-1834722.834,2450271.704,Paiute,,,,"4","0","8","8",100,"10",-118.8627334390,43.0519512661
"497",1867/07/08,1867/07/08,"16",Malheur River,Bannock War- Birch Creek,Oregon,OR-1867/07/07,Michno: Forgotten Fights,-1776587.319,2565439.422,Paiute,,,,"4","0","16","16",100,"10",-118.4986336276,44.1778787063
"498",1867/07/15,1867/07/15,"17",South Fork Malheur,Bannock War- End,Oregon,OR-1867/07/13,Michno: Forgotten Fights,-1790872.221,2472301.857,Paiute,,,,"4","1","7","8",87.5,"9",-118.4000149607,43.3362799550
"499",1867/07/27,1867/07/27,"46",Camp Warner,,Oregon,OR-1867/07/27,Michno: Encyclopedia,-1933917.858,2409116.322,Paiute,,,,"4","0","46","46",100,"10",-119.9218631426,42.4784650454
"500",1867/08/11,1867/08/15,"18",Owyhee River,Red Canyon,Oregon,OR-1867/08/11,Michno: Forgotten Fights,-1713733.747,2363165.2,Paiute,,,,"4","0","2","2",100,"10",-117.1688896813,42.5418323193
"501",1867/09/06,1867/09/08,"19",Silver Lake,Great Sioux War- Slim Buttes,Oregon,OR-1867/09/06,Michno: Forgotten Fights,-1986861.086,2516299.357,Paiute,,,,"4","0","6","6",100,"10",-120.8874182442,43.2859723715
"502",1868/03/14,1868/03/14,"47",Donner and Blitzen Creek,Wounded Knee,Oregon,OR-1868/03/14,Michno: Encyclopedia,-1825225.438,2468211.23,Paiute,,,,"4","0","14","14",100,"10",-118.8014929040,43.2281967854
"503",1868/05/31,1868/05/31,"20",Castle Rock,,Oregon,OR-1868/05/31,Michno: Forgotten Fights,-1765159.396,2527727.279,Paiute,,,,"4","0","5","5",100,"10",-118.2494075420,43.8729211081
