id,date_begin,date_end,source_no,name_michno,name_friedman,state,ident_friedman,natives dead,natives dead (amended),natives wounded,natives wounded (amended),natives captured,natives captured (amended),us combatants dead,us combatants wounded,us combatants wounded (amended),us civilians dead,us civilians dead (amended),us civilians wounded,us civilians captured,source,nation 1,nation 2,nation 3,nation 4,pop_group,native casualties,us combatant casualties,us civilian casualties,total casualties,type engagement,x,y
22,1864/08/05,1864/08/05,28,Pinal Creek,Apache War- Pinal Creek,Arizona,AZ-1864/08/05,5,5,,,,,,,,,,,,Michno: Encyclopedia,Pinal Apache,,,,1,5,0,0,5,10,-110.8796063,33.4246884
219,1864/08/06,1864/08/06,16,Moffitt Massacre,Lincoln,Kansas,KS-1864/08/06,,,1,1,,,,,,4,4,,,Michno: Forgotten Fights,Unidentified,,,,3,1,0,4,5,2,-98.03520792,39.03602556
312,1864/08/07,1864/08/07,10,Plum Creek Massacre,Oregon Trail raids,Nebraska,NE-1864/08/07,2,2,,,,,,,,13,13,3,2,Michno: Encyclopedia,Cheyenne,,,,3,2,0,16,18,1,-99.4286069,40.68979373
313,1864/08/07,1864/08/09,9,Little Blue River Raid,Little Blue River Raid,Nebraska,NE-1864/08/07b,,,,,,,,,,38,38,9,5,Michno: Encyclopedia,Nakota Sioux,Cheyenne,,,4,0,0,47,47,0,-97.54001449,40.27352812
453,1864/08/07,1864/08/07,9,Badlands,Badlands,North Dakota,DK-1864/08/07,100,100,,,,,9,100,100,,,,,Michno: Encyclopedia,Lakota Sioux,,,,4,100,109,0,209,5,-103.8334579,46.94192337
173,1864/08/11,1864/08/11,11,Sand Creek,Sand Creek,Colorado,CO-1864/08/11,,,4,4,,,,,,,,,,Michno: Encyclopedia,Arapaho,,,,3,4,0,0,4,10,-102.574269,38.23363834
220,1864/08/16,1864/08/16,4,Smoky Hill Crossing,Smoky Hill Crossing,Kansas,KS-1864/08/16,,,,,,,4,,,,,,,Michno: Encyclopedia,Cheyenne,,,,3,0,4,0,4,0,-97.98270246,38.75214566
314,1864/08/16,1864/08/16,11,Elk Creek,Elk Creek,Nebraska,NE-1864/08/16,10,10,,,,,1,,,1,1,,,Michno: Encyclopedia,Cheyenne,,,,3,10,1,1,12,8,-97.9622746,40.0745654
221,1864/08/21,1864/08/21,17,Cimarron Crossing,Cimarron Crossing,Kansas,KS-1864/08/21,,,,,,,,,,11,11,,,Michno: Forgotten Fights,Cheyenne,,,,3,0,0,11,11,0,-100.2288728,37.83214984
383,1864/08/25,1864/08/25,48,Sacramento Mountains,Apache War- Sacramento Mountains,New Mexico,NM-1864/08/25,1,1,,,,,3,3,3,,,,,Michno: Encyclopedia,Mescalero Apache,,,,3,1,6,0,7,1,-105.6628741,32.70041988
454,1864/09/02,1864/09/02,10,Red Buttes / Fort Dilts,Red Buttes,North Dakota,DK-1864/09/02,6,6,1,1,,,10,,,2,2,,,Michno: Encyclopedia,Lakota Sioux,,,,4,7,10,2,19,4,-103.5998765,46.18548462
195,1864/09/13,1864/09/16,2,Three Island Crossing,Flenns Ferry,Idaho,ID-1864/09/13,18,18,a few,5,,,,,,,,,,Michno: Forgotten Fights,Paiute,,,,4,23,0,0,23,10,-115.3034751,42.8519018
315,1864/09/20,1864/09/20,12,Cottonwood Canyon,Cottonwood Canyon,Nebraska,NE-1864/09/20,9,9,,,,,4,,,,,,,Michno: Encyclopedia,Cheyenne,,,,3,9,4,0,13,7,-100.4701255,40.93065708
222,1864/09/25,1864/09/25,5,Pawnee Fork,Pawnee Fork,Kansas,KS-1864/09/25,9,9,,,,,2,9,9,,,,,Michno: Encyclopedia,Cheyenne,,,,3,9,11,0,20,5,-100.3935423,38.16547931
174,1864/10/10,1864/10/10,12,White Butte Creek,White Butte Creek,Colorado,CO-1864/10/10,11,11,,,,,,,,,,,,Michno: Encyclopedia,Cheyenne,,,,3,11,0,0,11,10,-103.0678578,40.32058479
316,1864/10/12,1864/10/12,13,Mullahla's Station,Mullahla's Station pursuit,Nebraska,NE-1864/10/12,3,3,,,,,2,2,2,,,,,Michno: Encyclopedia,Unidentified,,,,3,3,4,0,7,4,-99.94260828,40.76765158
481,1864/10/17,1864/10/17,7,Paulina Creek,Paulina Creek,Oregon,OR-1864/10/17,4,4,1,1,5,5,,,,,,,,Michno: Forgotten Fights,Paiute,,,,4,5,0,0,5,10,-121.5448242,43.67928327
223,1864/11/20,1864/11/20,6,Fort Zarah,Ft. Zarah,Kansas,KS-1864/11/20,"some, maybe",5,,,,,,2,2,,,,,Michno: Encyclopedia,Arapaho,,,,3,5,2,0,7,7,-98.78842521,38.34696805
455,1864/11/21,1864/11/27,11,Fort Rice,Ft. Rice,North Dakota,DK-1864/11/21,,,,,,,1,3,3,,,,,Michno: Encyclopedia,Nakota Sioux,,,,4,0,4,0,4,0,-100.837276,46.31163311
317,1864/11/26,1864/11/26,14,Plum Creek,Plum Creek,Nebraska,NE-1864/11/26,3,3,,,,,1,1,1,2,2,6,,Michno: Encyclopedia,Cheyenne,,,,3,3,2,8,13,2,-99.58717424,40.556574
175,1864/11/29,1864/11/29,13,Sand Creek / Chivington Massacre,Sand Creek Massacre,Colorado,CO-1864/11/29,130,130,,,,,15,50,50,,,,,Michno: Encyclopedia,Cheyenne,,,,3,130,65,0,195,7,-102.5789479,38.57924738
384,1864/12/01,1864/12/01,49,Red River,Red River,New Mexico,NM-1864/12/01,1,1,,,2,2,,,,,,,,Michno: Encyclopedia,Navajo,Apache,,,4,1,0,0,1,10,-108.2763158,34.08138711
224,1864/12/04,1864/12/04,7,Cow Creek,Cow Creek,Kansas,KS-1864/12/04,,,,,,,1,1,1,,,,,Michno: Encyclopedia,Kiowa,,,,2,0,2,0,2,0,-98.34129145,38.44904934
23,1864/12/15,1864/12/15,29,Hassayampa River,Hassayampa River,Arizona,AZ-1864/12/15,14,14,5,5,3,3,,1,1,,,,,Michno: Encyclopedia,Tonto Apache,,,,1,19,1,0,20,10,-112.7375319,34.09215077
24,1865/01/01,1865/01/01,30,Sycamore Springs,Sycamore Springs,Arizona,AZ-1865/01/01,4,4,,,,,,,,,,,,Michno: Encyclopedia,Chiricahua Apache,,,,3,4,0,0,4,10,-112.0815528,34.17147005
176,1865/01/07,1865/02/02,14,Julesburg,Julesburg,Colorado,CO-1865/01/07b,,,,,,,14,2,2,4,4,,,Michno: Encyclopedia,Cheyenne,Lakota Sioux,,,3,0,16,4,20,0,-102.2603756,40.8746378
177,1865/01/07,1865/01/07,15,Valley Station,Valley Station,Colorado,CO-1865/01/07,2,2,,,,,,,,13,13,6,,Michno: Encyclopedia,Cheyenne,Lakota Sioux,,,3,2,0,19,21,1,-102.9717539,40.61865613
178,1865/01/14,1865/01/14,16,American Ranch,American Ranch,Colorado,CO-1865/01/14,3,3,,,,,,,,8,8,1,2,Michno: Encyclopedia,Lakota Sioux,Cheyenne,,,4,3,0,9,12,3,-103.1712044,40.43948902
179,1865/01/14,1865/01/15,17,Godfrey's Ranch,Godfrey's Ranch,Colorado,CO-1865/01/14b,17,17,,,,,,,,,,,,Michno: Encyclopedia,Lakota Sioux,Cheyenne,,,4,17,0,0,17,10,-103.3648535,40.37742494
225,1865/01/20,1865/01/20,8,Point of Rocks,Point of Rocks,Kansas,KS-1865/01/20,3,3,3,3,,,1,2,2,,,,,Michno: Encyclopedia,Cheyenne,Arapaho,,,3,6,3,0,9,7,-100.0909676,37.79073889
318,1865/02/04,1865/02/06,15,Mud Springs,Mud Springs,Nebraska,NE-1865/02/04,30,30,,,,,3,4,4,,,,,Michno: Encyclopedia,Cheyenne,Lakota Sioux,,,3,30,7,0,37,8,-103.0098115,41.42558299
319,1865/02/08,1865/02/09,16,Rush Creek,Bridgeport,Nebraska,NE-1865/02/08,3,3,6,6,,,2,9,9,,,,,Michno: Encyclopedia,Cheyenne,Nakota Sioux,,,3,9,11,0,20,5,-102.8136732,41.56017748
196,1865/02/15,1865/02/15,12,Bruneau Valley,Bruneau Valley,Idaho,ID-1865/02/15,30,30,30,30,,,,,,,,,,Michno: Encyclopedia,Bannock,,,,3,60,0,0,60,10,-115.7450355,42.73119655
25,1865/02/17,1865/02/17,13, Fort Buchanan,Ft. Buchanan,Arizona,AZ-1865/03/17,2,2,,,,,1,,,3,3,1,,Michno: Forgotten Fights,Chiricahua Apache,,,,3,2,1,4,7,3,-110.7873493,31.60833256
348,1865/03/14,1865/03/14,10,Mud Lake,Mud Lake,Nevada,NV-1865/03/14,29,29,,,,,,1,1,,,,,Michno: Encyclopedia,Paiute,,,,4,29,1,0,30,10,-119.6511615,40.1714852
346,1865/03/15,1865/03/15,8,Granite Creek Station,,Nevada,NM-1865/03/15,1,1,,,,,,,,3,3,,,Michno: Forgotten Fights,unidentified,,,,,1,0,3,4,3,-119.4888993,40.68682902
347,1865/04/06,1865/04/06,9,Cottonwood Creek,Cottonwood Creek,Nevada,NV-1865/04/05,12,12,,,,,,,,2,2,,,Michno: Forgotten Fights,Paiute,,,,4,12,0,2,14,9,-116.9727745,41.61727694
456,1865/04/12,1865/04/26,12,Fort Rice,Ft. Rice,North Dakota,DK-1865/04/12,2,2,8,8,,,2,1,1,,,,,Michno: Encyclopedia,Santee Sioux,Nakota Sioux,,,4,10,3,0,13,8,-100.875737,46.4934709
320,1865/05/12,1865/05/12,17,Smith's Ranch,Smiths' Ranch,Nebraska,NE-1865/05/12,,,1,1,,,1,2,2,,,,,Michno: Encyclopedia,Lakota Sioux,,,,4,1,3,0,4,3,-100.183007,40.86823054
321,1865/05/18,1865/05/18,18,Elm Creek Station,Elm Creek Station,Nebraska,NE-1865/05/18,,,,,,,2,6,6,,,,,Michno: Encyclopedia,Pawnee,,,,4,0,8,0,8,0,-98.34963954,40.54434538
349,1865/05/20,1865/05/20,11,Tuscarora,Tuscarora,Nevada,NV-1865/05/20,,,,,,,2,4,4,,,,,Michno: Encyclopedia,Paiute,,,,4,0,6,0,6,0,-116.3963193,41.25929877
525,1865/05/20,1865/05/20,7,Deer Creek Station,Deer Creek Station,Wyoming,WY-1865/05/20,5,5,9,9,,,1,,,,,,,Michno: Encyclopedia,Unidentified,,,,3,14,1,0,15,9,-105.9246171,42.85174181
457,1865/05/26,1865/05/26,1,Fort Rice,Ft. Rice,North Dakota,DK-1865/05/26,2,2,,,,,2,,,,,,,Michno: Forgotten Fights,Lakota Sioux,,,,4,2,2,0,4,5,-100.5842878,46.5261053
526,1865/06/03,1865/06/03,8,Dry Creek,Dry Creek,Wyoming,WY-1865/06/03,1,1,5,5,,,2,,,,,,,Michno: Encyclopedia,Unidentified,,,,3,6,2,0,8,8,-106.61089,42.82944456
527,1865/06/08,1865/06/08,9,Sage Creek Station,Overland Road,Wyoming,WY-1865/06/08,,,,,,,3,2,2,2,2,,,Michno: Encyclopedia,Cheyenne,Lakota Sioux,,,3,0,5,2,7,0,-107.3515134,41.67556577
226,1865/06/11,1865/06/11,9,Cow Creek,Cow Creek,Kansas,KS-1865/06/11,27,27,,,,,1,2,2,,,,,Michno: Encyclopedia,Kiowa,,,,2,27,3,0,30,9,-98.438208,38.28947487
227,1865/06/12,1865/06/12,18,Fort Dodge,Ft. Dodge,Kansas,KS-1865/06/12,,,,,,,2,3,3,,,,,Michno: Forgotten Fights,Kiowa,,,,2,0,5,0,5,0,-99.88477166,37.75869993
181,1865/06/14,1865/06/14,19,Spring Canyon,Spring Canyon,Colorado,CO-1865/06/14,5,5,,,,,,,,1,1,1,,Michno: Encyclopedia,Kiowa,Comanche,,,2,5,0,2,7,7,-102.2043662,37.12394554
322,1865/06/14,1865/06/14,19,Horse Creek / Fouts's Fight,Red Cloud Agency,Nebraska,NE-1865/06/14,5,5,6,6,,,4,4,4,,,,,Michno: Encyclopedia,Lakota Sioux,,,,4,11,8,0,19,6,-103.9282758,41.89954422
323,1865/06/17,1865/06/17,20,Dead Man's Fork,Dead Man's Fork,Nebraska,NE-1865/06/17,4,4,several,5,,,,2,2,,,,,Michno: Encyclopedia,Lakota Sioux,,,,4,9,2,0,11,8,-103.6407256,42.61035705
528,1865/06/21,1865/06/21,4,Sweetwater Station,Sweetwater Station,Wyoming,WY-1865/06/21,1,1,1,1,,,3,several,5,,,,,Michno: Forgotten Fights,Arapaho,,,,3,2,8,0,10,2,-106.9482751,42.65531258
385,1865/07/01,1865/07/01,13,San Andreas Pass,San Andreas Pass,New Mexico,NM-1865/07/01,10,10,,,,,,1,1,,,,,Michno: Forgotten Fights,Mimbres Apache,,,,3,10,1,0,11,9,-106.3421397,32.52151553
482,1865/07/09,1865/07/09,39,Malheur River,Malheur River,Oregon,OR-1865/07/09,5,5,5,5,,,,2,2,,,,,Michno: Encyclopedia,Paiute,,,,4,10,2,0,12,8,-118.3612807,43.7039313
483,1865/07/17,1865/07/17,40,Owyhee River,Owyhee River,Oregon,OR-1865/07/17,5,5,several,5,,,,,,,,,,Michno: Encyclopedia,Paiute,,,,4,10,0,0,10,10,-117.2498872,43.43461574
26,1865/07/22,1865/07/22,14, Huachuca Mountains,Huachaca Mountains,Arizona,AZ-1865/07/22,,,,,,,2,1,1,,,,,Michno: Forgotten Fights,Chiricahua Apache,,,,3,0,3,0,3,0,-110.5317731,31.50778839
350,1865/07/26,1865/07/26,10,Willow Point,Willow Point,Nevada,NV-1865/07/26,21,21,,,,,1,2,2,1,1,2,,Michno: Forgotten Fights,Paiute,,,,4,21,3,3,27,8,-117.0728356,41.38801011
529,1865/07/26,1865/07/26,10,Platte Bridge,Ft. Caspar pursuit,Wyoming,WY-1865/07/26,5,5,10,10,,,11,17,17,,,,,Michno: Encyclopedia,Cheyenne,Lakota Sioux,Arapaho,,3,15,28,0,43,3,-106.3477596,42.82674811
530,1865/07/26,1865/07/26,11,Red Buttes / Custard's Wagon Train,Red Buttes,Wyoming,WY-1865/07/26b,12,12,18,18,,,22,,,,,,,Michno: Encyclopedia,Cheyenne,Lakota Sioux,,,3,30,22,0,52,6,-106.5556788,42.93350115
458,1865/07/28,1865/07/28,13,Fort Rice,Ft. Rice,North Dakota,DK-1865/07/28,12,12,,,,,2,3,3,,,,,Michno: Encyclopedia,Lakota Sioux,,,,4,12,5,0,17,7,-101.0997463,46.38494514
351,1865/07/31,1865/07/31,11,Cottonwood Canyon,Cottonwood Canyon,Nevada,NV-1865/07/31,12,12,,,,,,1,1,,,,,Michno: Forgotten Fights,Paiute,,,,4,12,1,0,13,9,-115.8568267,40.82374644
531,1865/08/13,1865/08/13,12,Crazy Woman's Fork,Crazy Woman's Fork,Wyoming,WY-1865/08/13b,,,a few,5,,,,,,,,,,Michno: Encyclopedia,Cheyenne,Lakota Sioux,,,3,5,0,0,5,10,-106.3265233,44.21948275
532,1865/08/13,1865/08/15,13,Bone Pile Creek,Bone Pile Creek,Wyoming,WY-1865/08/13,2,2,3,3,,,2,,,1,1,,,Michno: Encyclopedia,Cheyenne,Lakota Sioux,,,3,5,2,1,8,6,-105.7110906,44.21017108
533,1865/08/16,1865/08/16,14,Powder River,Powder River,Wyoming,WY-1865/08/16,27,27,,,,,,,,,,,,Michno: Encyclopedia,Cheyenne,,,,3,27,0,0,27,10,-106.1510781,44.3527637
534,1865/08/29,1865/08/29,15,Tongue River,Battle of the Tongue River,Wyoming,WY-1865/08/29,35,35,,,18,18,5,7,7,,,,,Michno: Encyclopedia,Cheyenne,Arapaho,,,3,35,12,0,47,7,-106.9423696,44.95337102
270,1865/09/01,1865/09/08,1,Powder River,Powder River expedition,Montana,MT-1865/09/01,20,20,,,,,14,4,4,,,,,Michno: Encyclopedia,Lakota Sioux,Cheyenne,,,4,20,18,0,38,5,-105.1655799,45.71961386
535,1865/09/01,1865/09/01,5,Sawyers's Wagon Train,Bozeman Trail,Wyoming,WY-1865/08/31,1,1,,,,,1,,,2,2,,,Michno: Forgotten Fights,Cheyenne,Arapaho,,,3,1,1,2,4,3,-107.0407745,44.86644692
352,1865/09/03,1865/09/03,12,Table Mountain,Table Mountain,Nevada,NV-1865/09/03,10,10,,,,,,,,,,,,Michno: Forgotten Fights,Paiute,,,,4,10,0,0,10,10,-118.0672037,40.24932968
353,1865/09/13,1865/09/13,13,Willow Creek,Willow Creek,Nevada,NV-1865/09/13,31,31,,,,,,1,1,,,,,Michno: Forgotten Fights,Paiute,,,,4,31,1,0,32,10,-117.4212232,41.62912187
386,1865/09/17,1865/09/17,14,Mimbres Mountains,Kingston,New Mexico,NM-1865/09/17,several,5,many,20,,,,2,2,,,,,Michno: Forgotten Fights,Mimbres Apache,,,,3,25,2,0,27,9,-107.5029761,32.93187368
27,1865/11/05,1865/11/05,15, Mescal Canyon,Mescal Canyon,Arizona,AZ-1865/11/05,7,7,,,,,,1,1,,,,,Michno: Forgotten Fights,Chiricahua Apache,,,,3,7,1,0,8,9,-109.4472495,31.83098748
354,1865/11/17,1865/11/17,14,Leonard Creek,Leonard Creek,Nevada,NV-1865/11/17,121,121,,,,,1,2,2,,,,,Michno: Forgotten Fights,Paiute,,,,4,121,3,0,124,10,-118.5880318,41.62926855
355,1866/01/12,1866/01/12,15,Battle Creek,Fish Creek,Nevada,NV-1866/01/12,38,38,,,,,,6,6,,,,,Michno: Forgotten Fights,Bannock,Paiute,Shoshone,,3,38,6,0,44,9,-118.7132597,41.45150583
387,1866/01/17,1866/01/17,15,Oak Grove,Apache War- Ft. Cummings,New Mexico,NM-1866/01/17,1,1,1,1,,,4,1,1,,,,,Michno: Forgotten Fights,Chiricahua Apache,,,,3,2,5,0,7,3,-107.2732444,32.16534872
28,1866/01/21,1866/01/21,16, Cottonwood Springs,Ft. Grant,Arizona,AZ-1866/01/21,13,13,,,6,6,,,,,,,,Michno: Forgotten Fights,Chiricahua Apache,,,,3,13,0,0,13,10,-110.096849,32.91360717
29,1866/02/13,1866/02/13,31,Gallegos's Fight,Apache War- Gallegos's Fight,Arizona,AZ-1866/02/13,30,30,,,12,12,,7,7,,,,,Michno: Encyclopedia,Apache,,,,2,30,7,0,37,8,-111.5306356,34.65840829
356,1866/02/15,1866/02/15,16,Guano Valley,Guano Valley,Nevada,NV-1866/02/15,96,96,,,19,19,3,4,4,,,,,Michno: Forgotten Fights,Bannock,Paiute,Shoshone,,3,96,7,0,103,9,-119.3900455,41.93989353
484,1866/02/23,1866/02/23,8,Dry Creek,Jordan Creek,Oregon,OR-1866/02/23,18,18,2,2,,,1,1,1,1,1,,,Michno: Forgotten Fights,Paiute,,,,4,20,2,1,23,9,-117.5508181,43.36509016
30,1866/03/11,1866/03/11,17, Black Hills,Camp Verde,Arizona,AZ-1866/03/11,6,6,,,1,1,,,,,,,,Michno: Forgotten Fights,Apache,,,,2,6,0,0,6,10,-112.0003096,34.43411764
31,1866/03/22,1866/03/22,18, Cottonwood Springs,J.F. Millar,Arizona,AZ-1866/03/22,,,,,,,5,,,,,,,Michno: Forgotten Fights,Apache,,,,2,0,5,0,5,0,-110.8754893,32.78035975
32,1866/03/25,1866/03/25,19, Salt River,Salt River,Arizona,AZ-1866/03/25,22,22,7,7,2,2,,,,,,,,Michno: Forgotten Fights,Tonto Apache,,,,1,29,0,0,29,10,-111.0954634,33.74671863
33,1866/03/31,1866/03/31,32,Walker's Fight,Apache War- Pinal Mountains,Arizona,AZ-1866/03/31,25,25,,,,,1,2,2,,,,,Michno: Encyclopedia,Pinal Apache,,,,1,25,3,0,28,9,-111.1730519,33.35725925
228,1866/05/18,1866/05/18,19,Little Cheyenne Creek,Jamestown,Kansas,KS-1866/05/18,,,,,,,,,,6,6,,,Michno: Forgotten Fights,Cheyenne,,,,3,0,0,6,6,0,-97.77978067,39.52396745
485,1866/05/19,1866/05/28,9,Three Forks,Malheur River,Oregon,OR-1866/05/27,7,7,12,12,,,1,,,49,49,,,Michno: Forgotten Fights,Paiute,,,,4,19,1,49,69,3,-117.2797869,42.75937957
197,1866/07/03,1866/07/07,3,Jennings's Fight,Silver City,Idaho,ID-1866/07/02,35,35,,,,,1,2,2,,,,,Michno: Forgotten Fights,Paiute,,,,4,35,3,0,38,9,-116.7362267,42.45470516
536,1866/07/17,1866/07/17,16,Cazeau Wagon Train,Ft. Phil Kearny,Wyoming,WY-1866/07/17,,,,,,,,,,5,5,,,Michno: Encyclopedia,Lakota Sioux,,,,4,0,0,5,5,0,-106.8373883,44.51417825
486,1866/07/18,1866/07/18,10,Rattlesnake Creek,Snake Creek,Oregon,OR-1866/07/18,13,13,many,20,4,4,1,,,,,,,Michno: Forgotten Fights,Unidentified,,,,3,33,1,0,34,10,-118.6615873,43.65934828
537,1866/07/20,1866/07/20,17,Crazy Woman Creek,Crazy Woman Creek,Wyoming,WY-1866/07/20,unknown,5,,,,,2,6,6,,,,,Michno: Encyclopedia,Lakota Sioux,Cheyenne,,,4,5,8,0,13,4,-106.5352409,44.08929179
538,1866/07/24,1866/07/24,18,Clear Creek,Clear Creek,Wyoming,WY-1866/07/24,2,2,,,,,1,,,,,,,Michno: Encyclopedia,Lakota Sioux,,,,4,2,1,0,3,7,-106.6069705,44.19132867
539,1866/07/24,1866/07/24,6,Floyd's Wagon Train,Orpha,Wyoming,WY-1866/07/24b,,,,,,,,,,9,9,2,,Michno: Forgotten Fights,Lakota Sioux,,,,4,0,0,11,11,0,-105.7992768,43.14116374
155,1866/07/29,1866/07/29,14,Camp Cady,Owen's Lake,California,CA-1866/07/29,,,,,,,3,1,1,,,,,Michno: Forgotten Fights,Ute,,,,3,0,4,0,4,0,-116.4579002,34.87568995
34,1866/08/13,1866/08/13,20, Grapevine Spring,Grape Vine Spring,Arizona,AZ-1866/08/13,24,24,1,1,2,2,1,1,1,,,,,Michno: Forgotten Fights,Yavapai,,,,2,25,2,0,27,9,-112.2531223,34.26947783
35,1866/10/03,1866/10/03,21, Cedar Valley,Cedar Valley,Arizona,AZ-1866/10/03,15,15,,,10,10,,,,,,,,Michno: Forgotten Fights,Tonto Apache,,,,1,15,0,0,15,10,-110.9533647,34.38794076
324,1866/10/23,1866/10/23,21,North Platte River,North Platte River pursuit,Nebraska,NE-1866/10/23,4,4,7,7,,,,2,2,,,,,Michno: Encyclopedia,Lakota Sioux,,,,4,11,2,0,13,8,-100.848483,41.20567248
487,1866/10/26,1866/10/26,11,Lake Albert,Lake Albert,Oregon,OR-1866/10/26,14,14,28,28,7,7,,2,2,,,,,Michno: Forgotten Fights,Paiute,Klamath,Modoc,,4,42,2,0,44,10,-120.3729124,42.55439357
488,1866/10/30,1866/10/30,12,O'Beirne's Fight / Malheur Country,Malheur Country,Oregon,OR-1866/10/30,2,2,8,8,8,8,,2,2,,,,,Michno: Forgotten Fights,Paiute,,,,4,10,2,0,12,8,-118.1901113,43.25154368
36,1866/11/08,1866/11/08,22, Big Bug,Big Bug,Arizona,AZ-1866/11/08,,,,,,,,,,3,3,,,Michno: Forgotten Fights,Yavapai,,,,2,0,0,3,3,0,-112.37359,34.36737317
37,1866/11/17,1866/11/17,23, Sierra Ancha,Sierra Ancha,Arizona,AZ-1866/11/17,6,6,5,5,,,,,,,,,,Michno: Forgotten Fights,Chiricahua Apache,,,,3,11,0,0,11,10,-111.1318401,33.93322213
489,1866/11/17,1866/11/17,13,Fort Klamath,Ft. Klamath,Oregon,OR-1866/11/17,13,13,,,22,22,,2,2,,,,,Michno: Forgotten Fights,Paiute,,,,4,13,2,0,15,9,-121.8000812,42.56931833
38,1866/11/18,1866/11/18,24, Bell’s Canyon,Bell's Canyon,Arizona,AZ-1866/11/18,,,,,,,5,,,,,,,Michno: Forgotten Fights,Yavapai,,,,2,0,5,0,5,0,-112.6120614,34.43866499
540,1866/12/06,1866/12/06,19,Peno Creek,Ft. Phil Kearny,Wyoming,WY-1866/12/06,10,10,,,,,2,4,4,,,,,Michno: Encyclopedia,Lakota Sioux,,,,4,10,6,0,16,6,-106.77402,44.60923789
541,1866/12/21,1866/12/21,20,Fort Phil Kearny / Fetterman Fight,Fetterman Massacre,Wyoming,WY-1866/12/21,63,63,100,100,,,80,,,2,2,,,Michno: Encyclopedia,Lakota Sioux,Cheyenne,Arapaho,,4,163,80,2,245,7,-106.6843495,44.50459512
490,1866/12/26,1866/12/26,41,Owyhee River,Owyhee River,Oregon,OR-1866/12/26,30,30,,,7,7,1,1,1,,,,,Michno: Encyclopedia,Paiute,,,,4,30,2,0,32,9,-117.592402,43.3293967
491,1867/01/06,1867/01/07,14,Crooked River,Crooked River,Oregon,OR-1867/01/06,28,28,,,8,8,,1,1,,,,,Michno: Forgotten Fights,Paiute,,,,4,28,1,0,29,10,-120.6700301,44.25001371
39,1867/01/15,1867/01/15,33,Aquarius Mountains,Aquarius Mountains,Arizona,AZ-1867/01/15,23,23,,,,,1,3,3,,,,,Michno: Encyclopedia,Arivaipa,Mojave Apache,,,1,23,4,0,27,9,-113.4588544,34.94923423
357,1867/01/18,1867/01/18,17,Eden Valley,Eden Valley,Nevada,NV-1867/01/18,2,2,,,,,,1,1,,,,,Michno: Forgotten Fights,Paiute,,,,4,2,1,0,3,7,-116.7044462,41.50694293
492,1867/01/29,1867/01/29,42,Steen's Mountain,Steen's Mountain,Oregon,OR-1867/01/29,60,60,27,27,,,1,4,4,,,,,Michno: Encyclopedia,Paiute,,,,4,87,5,0,92,9,-118.5506067,42.69895564
358,1867/02/15,1867/02/15,18,Black Slate Mountain,Black Slate Mountains,Nevada,NV-1867/02/15,6,6,,,,,,,,,,,,Michno: Forgotten Fights,Paiute,,,,4,6,0,0,6,10,-117.0621844,41.13855894
40,1867/02/23,1867/02/23,25, Meadow Valley / Camp Reno,Meadow Valley,Arizona,AZ-1867/02/23,,,,,,,1,1,1,,,,,Michno: Forgotten Fights,Apache,,,,2,0,2,0,2,0,-111.4317157,33.85977037
493,1867/02/26,1867/02/26,43,Pueblo Mountain,Pueblo Mountain,Oregon,OR-1867/02/26,2,2,,,5,5,,,,,,,,Michno: Encyclopedia,Paiute,,,,4,2,0,0,2,10,-118.7795609,42.32799132
41,1867/03/02,1867/03/02,26, Date Creek,Date Creek,Arizona,AZ-1867/03/02,,,,,,,,,,3,3,2,,Michno: Forgotten Fights,Yavapai,,,,2,0,0,5,5,0,-112.8164918,34.29877212
359,1867/03/22,1867/03/22,19,South Form Owyhee,Owyhee River,Nevada,NV-1867/03/22,6,6,,,,,,,,,,,,Michno: Forgotten Fights,Paiute,,,,4,6,0,0,6,10,-116.2032836,41.80024563
42,1867/04/10,1867/04/18,34,Black Mountains,Black Mountain,Arizona,AZ-1867/04/10,53,53,,,,,1,1,1,,,,,Michno: Encyclopedia,Yavapai,,,,2,53,2,0,55,10,-112.1663864,34.71496145
229,1867/04/15,1867/04/15,10,Lookout Station,Lookout Station,Kansas,KS-1867/04/15,,,,,,,,,,3,3,,,Michno: Encyclopedia,Lakota Sioux,Cheyenne,,,4,0,0,3,3,0,-99.39888755,38.8187611
230,1867/04/19,1867/04/19,11,Cimarron Crossing,Cimarron Crossing,Kansas,KS-1867/04/19,2,2,1,1,,,,1,1,,,,,Michno: Encyclopedia,Lakota Sioux,Cheyenne,,,4,3,1,0,4,8,-100.3144265,37.83874212
494,1867/04/27,1867/04/27,15,Silvies River,Silvie's Creek,Oregon,OR-1867/04/27,6,6,,,,,,,,,,,,Michno: Forgotten Fights,Paiute,,,,4,6,0,0,6,10,-119.2793239,43.51799754
43,1867/05/30,1867/05/30,35,Beale's Springs,Beale's Springs,Arizona,AZ-1867/05/30,15,15,,,,,,,,1,1,,,Michno: Encyclopedia,Hualapai,,,,1,15,0,1,16,9,-113.947798,35.06184267
182,1867/06/11,1867/06/11,20,Big Timber,Big Timber,Colorado,CO-1867/06/11,3,3,,,,,1,,,,,,,Michno: Encyclopedia,Cheyenne,,,,3,3,1,0,4,8,-102.1722819,38.92570633
